seller,make,model,year,capacity,fuel,horse power,transmission,drive train,body type,doors,seats,color,state,price,serviced at aso,first owner,damaged
Dealer,Hyundai,ix35,2010,1995,Diesel,184,Manual,4WD (automatic),SUV,5.0,5.0,White,Used,38900,True,True,False
Private,Volkswagen,Tiguan,2017,1968,Diesel,150,Manual,FWD,SUV,5.0,5.0,Blue,Used,104900,True,True,False
Private,Volkswagen,Passat,2007,1968,Diesel,170,Manual,FWD,Sedan,4.0,5.0,Black,Used,22450,False,False,False
Private,Volkswagen,Passat,2011,1968,Diesel,140,Automatic,FWD,station wagon,5.0,5.0,Gray,Used,37000,False,False,False
Private,Škoda,Kodiaq,2017,1984,Petrol,179,Automatic,4WD (automatic),SUV,5.0,7.0,Beige,Used,105000,True,True,False
Dealer,Lexus,RX,2009,3311,Hybrid,211,Automatic,4WD (permanent),SUV,5.0,5.0,Black,Used,57500,True,True,False
Private,BMW,Seria 7,2006,4799,Petrol+LPG,367,Automatic,RWD,Sedan,4.0,5.0,Silver,Used,29900,False,False,False
Private,Mercedes-Benz,GLC,2016,2996,Petrol,367,Automatic,4WD (permanent),SUV,5.0,5.0,Brown,Used,124000,True,True,False
Dealer,Dodge,Charger,2021,6200,Petrol,707,Automatic,RWD,Sedan,4.0,5.0,White,Used,275000,False,False,False
Dealer,Ford,Mustang,2021,,Electric,266,Automatic,4WD (automatic),SUV,5.0,5.0,Blue,Used,149000,False,False,False
Private,Opel,Corsa,2014,1229,Petrol+LPG,85,Manual,,City cars,5.0,5.0,Gray,Used,22200,True,True,False
Private,Ford,Mondeo,2002,1998,Diesel,130,Manual,FWD,Sedan,5.0,5.0,Beige,Used,7300,False,False,False
Private,Dacia,Sandero Stepway,2012,1461,Diesel,90,Manual,,City cars,5.0,5.0,Gray,Used,15900,False,False,True
Private,Peugeot,307 CC,2005,1587,Petrol,110,Manual,FWD,Cabriolet,2.0,4.0,Blue,Used,14000,False,False,False
Private,Audi,A4,1996,1781,Petrol+LPG,125,Manual,,station wagon,5.0,5.0,Green,Used,3500,False,False,False
Dealer,Fiat,Scudo,2007,1997,Diesel,120,Manual,FWD,Minivan,5.0,8.0,Beige,Used,22400,False,False,False
Private,Ford,Focus,2008,1596,Petrol,100,Manual,FWD,station wagon,5.0,5.0,Silver,Used,15600,False,False,False
Private,Renault,Megane,2009,1598,Petrol+LPG,112,Manual,,station wagon,5.0,5.0,Blue,Used,15500,False,False,False
Private,Kia,Ceed,2018,1591,Petrol,135,Manual,FWD,station wagon,5.0,5.0,Gray,Used,57500,False,False,False
Private,Triumph,Spitfire,1977,1500,Petrol,71,Manual,RWD,Cabriolet,2.0,2.0,White,Used,40900,False,False,False
Private,Audi,A6,2003,2496,Diesel,163,Manual,FWD,station wagon,5.0,,Black,Used,6500,False,True,False
Private,Renault,Kadjar,2015,1598,Diesel,130,Manual,4WD (automatic),SUV,5.0,5.0,Black,Used,69500,True,False,False
Private,Mitsubishi,Grandis,2008,1968,Diesel,140,Manual,FWD,Minivan,5.0,7.0,Gray,Used,17400,False,False,False
Dealer,Audi,A4,2018,2000,Diesel,150,Manual,4WD (permanent),station wagon,5.0,5.0,Claret,Used,84900,True,True,False
Dealer,Jeep,Grand Cherokee,2007,2987,Diesel,218,Automatic,4WD (permanent),SUV,5.0,5.0,Black,Used,51500,True,False,False
Private,BMW,Seria 1,2007,1995,Diesel,143,Manual,RWD,Compact,5.0,5.0,Black,Used,17500,False,False,False
Dealer,Opel,Astra,2017,1598,Diesel,160,Manual,FWD,station wagon,5.0,5.0,Silver,Used,44000,True,False,False
Private,Mazda,CX-30,2021,1998,Petrol,150,Manual,,SUV,5.0,5.0,Silver,Used,134850,True,True,False
Private,Chevrolet,Aveo,2009,1399,Petrol,101,Manual,,City cars,5.0,5.0,Black,Used,17500,False,False,False
Private,Mercedes-Benz,Klasa C,2019,1950,Diesel,194,Automatic,4WD (permanent),station wagon,5.0,5.0,White,Used,179000,True,False,False
Dealer,Nissan,Leaf,2012,,Electric,109,Automatic,FWD,City cars,5.0,5.0,Silver,Used,36900,True,True,False
Dealer,Škoda,Octavia,2018,1968,Diesel,150,Automatic,FWD,station wagon,5.0,5.0,Black,Used,76800,True,True,False
Private,Ford,Tourneo Connect,2014,1560,Diesel,116,Manual,,Minivan,5.0,,Silver,Used,36500,False,False,False
Private,Opel,Astra,2005,1598,Petrol,105,Manual,FWD,station wagon,5.0,5.0,Gold,Used,10900,False,False,False
Private,Honda,Civic,2017,1498,Petrol,182,Automatic,FWD,Compact,5.0,5.0,Blue,Used,82000,True,False,False
Private,Porsche,Boxster,2005,2687,Petrol,245,Automatic,RWD,Cabriolet,2.0,2.0,Blue,Used,88900,False,False,False
Private,Renault,Megane,2011,1998,Petrol,250,Manual,,Compact,3.0,5.0,Yellow,Used,64000,False,False,False
Private,Audi,A3,1999,1595,Petrol,101,Manual,FWD,City cars,5.0,5.0,Silver,Used,9700,True,False,False
Private,BMW,Seria 3,2007,1995,Petrol,150,Manual,,station wagon,5.0,5.0,Blue,Used,20900,False,False,False
Private,BMW,Seria 3,2007,2497,Petrol,218,Manual,RWD,Coupe,2.0,4.0,Blue,Used,26900,False,False,False
Private,Mercedes-Benz,Klasa C,2008,1796,Petrol,156,Manual,RWD,Sedan,4.0,5.0,White,Used,31500,True,False,False
Private,Audi,A4,2009,2698,Diesel,190,Manual,FWD,station wagon,5.0,5.0,Gray,Used,25500,True,False,True
Dealer,Citroën,C8,2004,2179,Diesel,128,Manual,FWD,Minivan,5.0,8.0,Green,Used,9500,True,True,False
Private,Renault,Grand Scenic,2012,1598,Diesel,130,Manual,FWD,Minivan,5.0,5.0,Gray,Used,26900,True,False,False
Dealer,Audi,Q5,2011,1968,Diesel,143,Manual,4WD (automatic),SUV,5.0,5.0,Black,Used,62800,True,True,False
Dealer,Audi,A3,2002,1896,Diesel,105,Manual,FWD,Compact,5.0,5.0,Green,Used,12900,True,False,False
Private,Mercedes-Benz,Klasa S,2016,4663,Petrol,455,Automatic,4WD (permanent),Coupe,2.0,4.0,Black,Used,299000,False,True,False
Dealer,Peugeot,3008,2009,1598,Petrol,120,Manual,FWD,SUV,5.0,5.0,Gray,Used,25900,False,False,False
Private,Fiat,Punto Evo,2011,1242,Petrol,70,Manual,FWD,City cars,5.0,5.0,Silver,Used,19200,True,False,False
Private,Hyundai,Kona,2018,998,Petrol,120,Manual,FWD,SUV,5.0,5.0,Gray,Used,74300,True,True,False
Private,Honda,Jazz,2010,1339,Petrol,100,Manual,FWD,City cars,5.0,5.0,Black,Used,24999,True,False,False
Dealer,Hyundai,Tucson,2016,1995,Diesel,136,Manual,,SUV,5.0,5.0,Silver,Used,75900,False,False,False
Private,Škoda,Octavia,2009,1598,Diesel,105,Manual,FWD,station wagon,5.0,5.0,Beige,Used,34440,True,True,False
Dealer,Opel,Astra,2016,998,Petrol,105,Manual,FWD,Compact,5.0,5.0,Blue,Used,42900,True,False,False
Private,Citroën,C3 Picasso,2011,1397,Petrol,95,Manual,FWD,Minivan,5.0,5.0,White,Used,21500,False,False,False
Dealer,Suzuki,Swift,2013,1242,Petrol,94,Manual,,City cars,5.0,5.0,White,Used,32700,True,True,False
Private,Ford,Focus,2017,1498,Diesel,120,Automatic,,station wagon,5.0,5.0,Blue,Used,56900,True,False,False
Private,Opel,Astra,2015,1598,Petrol,115,Manual,FWD,station wagon,5.0,5.0,Other,Used,36500,True,False,False
Dealer,Peugeot,207,2008,1598,Petrol,150,Manual,FWD,City cars,3.0,4.0,Black,Used,14999,True,False,False
Private,Fiat,Cinquecento,1996,704,Petrol,31,Manual,,Small cars,3.0,,Red,Used,1600,False,False,False
Dealer,Volvo,V70,2012,1984,Diesel,136,Automatic,FWD,station wagon,5.0,5.0,Silver,Used,23900,True,False,True
Private,Mazda,6,2009,2184,Diesel,163,Manual,FWD,Sedan,5.0,5.0,Black,Used,24900,False,False,False
Dealer,Fiat,Scudo,2007,1997,Diesel,120,Manual,FWD,Minivan,5.0,8.0,Beige,Used,22400,False,False,False
Private,Ford,Focus,2008,1596,Petrol,100,Manual,FWD,station wagon,5.0,5.0,Silver,Used,15600,False,False,False
Private,Renault,Megane,2009,1598,Petrol+LPG,112,Manual,,station wagon,5.0,5.0,Blue,Used,15500,False,False,False
Private,Kia,Ceed,2018,1591,Petrol,135,Manual,FWD,station wagon,5.0,5.0,Gray,Used,57500,False,False,False
Private,Triumph,Spitfire,1977,1500,Petrol,71,Manual,RWD,Cabriolet,2.0,2.0,White,Used,40900,False,False,False
Private,Audi,A6,2003,2496,Diesel,163,Manual,FWD,station wagon,5.0,,Black,Used,6500,False,True,False
Private,Renault,Kadjar,2015,1598,Diesel,130,Manual,4WD (automatic),SUV,5.0,5.0,Black,Used,69500,True,False,False
Private,Mitsubishi,Grandis,2008,1968,Diesel,140,Manual,FWD,Minivan,5.0,7.0,Gray,Used,17400,False,False,False
Dealer,Audi,A4,2018,2000,Diesel,150,Manual,4WD (permanent),station wagon,5.0,5.0,Claret,Used,84900,True,True,False
Dealer,Jeep,Grand Cherokee,2007,2987,Diesel,218,Automatic,4WD (permanent),SUV,5.0,5.0,Black,Used,51500,True,False,False
Private,BMW,Seria 1,2007,1995,Diesel,143,Manual,RWD,Compact,5.0,5.0,Black,Used,17500,False,False,False
Dealer,Opel,Astra,2017,1598,Diesel,160,Manual,FWD,station wagon,5.0,5.0,Silver,Used,44000,True,False,False
Private,Mazda,CX-30,2021,1998,Petrol,150,Manual,,SUV,5.0,5.0,Silver,Used,134850,True,True,False
Private,Chevrolet,Aveo,2009,1399,Petrol,101,Manual,,City cars,5.0,5.0,Black,Used,17500,False,False,False
Private,Mercedes-Benz,Klasa C,2019,1950,Diesel,194,Automatic,4WD (permanent),station wagon,5.0,5.0,White,Used,179000,True,False,False
Dealer,Nissan,Leaf,2012,,Electric,109,Automatic,FWD,City cars,5.0,5.0,Silver,Used,36900,True,True,False
Dealer,Škoda,Octavia,2018,1968,Diesel,150,Automatic,FWD,station wagon,5.0,5.0,Black,Used,76800,True,True,False
Dealer,Audi,A4,2016,1968,Diesel,190,Automatic,FWD,station wagon,5.0,5.0,Gray,Used,82500,True,True,False
Dealer,Mercedes-Benz,Klasa E,2020,1991,Petrol,197,Automatic,4WD (automatic),Sedan,5.0,5.0,White,Used,279500,False,True,False
Dealer,Honda,CR-V,2005,1998,Petrol,150,Manual,4WD (automatic),SUV,5.0,5.0,Gray,Used,24900,True,False,False
Private,Ford,Mustang,2017,2300,Petrol,317,Automatic,RWD,Coupe,3.0,4.0,Blue,Used,91500,False,False,False
Private,MINI,Cooper,2007,1598,Petrol,115,Automatic,,Cabriolet,2.0,4.0,Blue,Used,24900,False,False,False
Dealer,Škoda,Octavia,2018,1968,Diesel,150,Automatic,FWD,station wagon,5.0,5.0,Black,Used,71990,True,True,False
Dealer,Mercedes-Benz,Klasa C,2011,2143,Diesel,170,Automatic,RWD,station wagon,5.0,5.0,White,Used,54800,True,True,False
Private,Mercedes-Benz,Klasa C,2005,2148,Diesel,122,Automatic,RWD,Sedan,4.0,,Silver,Used,12800,False,False,True
Private,Volkswagen,Passat,2009,1595,Petrol,102,Manual,FWD,Sedan,4.0,5.0,Black,Used,24800,False,False,False
Private,Honda,CR-V,2018,1498,Petrol,193,Automatic,,SUV,5.0,5.0,White,Used,77000,False,False,True
Dealer,Renault,Kadjar,2017,1598,Diesel,130,Manual,FWD,SUV,5.0,5.0,White,Used,65900,True,True,False
Private,Toyota,Yaris,2018,1496,Petrol,111,Manual,FWD,City cars,5.0,5.0,Brown,Used,62000,True,True,False
Dealer,Renault,Megane,2010,1397,Petrol,130,Manual,,Compact,5.0,5.0,White,Used,23777,False,False,False
Dealer,BMW,Seria 5,2018,1998,Petrol,252,Automatic,4WD (permanent),Sedan,4.0,5.0,Other,Used,187900,True,True,False
Private,Mitsubishi,Colt,2007,1124,Petrol,75,Manual,,City cars,5.0,5.0,Silver,Used,7900,True,False,False
Private,Volkswagen,New Beetle,2006,1595,Petrol,102,Manual,FWD,Cabriolet,2.0,4.0,Other,Used,18500,False,False,False
Private,Mercedes-Benz,Klasa C,2004,2597,Petrol,170,Automatic,4WD (automatic),station wagon,5.0,5.0,Silver,Used,17900,True,True,False
Private,Škoda,Octavia,2014,1798,Petrol,180,Manual,FWD,Sedan,5.0,5.0,Gray,Used,49900,False,False,False
Private,Škoda,Octavia,2012,1390,Petrol,122,Manual,FWD,Sedan,5.0,5.0,Silver,Used,25800,False,False,False
Private,Opel,Vectra,2007,1796,Petrol,140,Manual,,Sedan,4.0,5.0,Gray,Used,13650,False,False,False
Private,Porsche,Cayenne,2016,2967,Diesel,262,Automatic,4WD (permanent),SUV,5.0,5.0,White,Used,226000,True,False,False
Dealer,Volkswagen,Passat,2019,1968,Diesel,150,Manual,,station wagon,5.0,5.0,Gray,Used,75899,True,True,False
Private,Audi,A5,2018,1968,Diesel,150,Automatic,FWD,Sedan,5.0,4.0,Other,Used,86000,True,False,False
Private,Hummer,H2,2005,5967,Petrol,325,Automatic,4WD (manual),SUV,5.0,6.0,Black,Used,129700,False,False,False
Private,Mercedes-Benz,Klasa E,2012,2143,Diesel,136,Automatic,RWD,station wagon,5.0,5.0,Black,Used,43999,True,True,False
Private,Mercedes-Benz,Klasa C,2011,2143,Diesel,170,Automatic,RWD,station wagon,5.0,5.0,White,Used,48000,True,False,False
Private,Mercedes-Benz,ML,2007,3498,Petrol,272,Automatic,4WD (automatic),SUV,5.0,5.0,Other,Used,40900,True,False,False
Private,BMW,Seria 2,2015,1499,Petrol,136,Automatic,FWD,Minivan,5.0,5.0,Black,Used,61900,False,False,False
Dealer,Mitsubishi,Lancer,2009,1798,Petrol+LPG,143,Manual,FWD,Compact,5.0,5.0,Black,Used,25700,True,True,False
Dealer,MINI,Cooper S,2018,1998,Petrol,192,Automatic,FWD,City cars,5.0,5.0,Blue,Used,73900,True,True,False
Dealer,Suzuki,Swift,2016,1242,Petrol,94,Manual,FWD,City cars,3.0,5.0,White,Used,18900,True,False,True
Private,Hyundai,i10,2010,1086,Petrol,66,Manual,FWD,Small cars,5.0,5.0,Red,Used,11400,False,False,False
Private,BMW,1M,2014,2999,Petrol,460,Automatic,4WD (automatic),Compact,5.0,5.0,White,Used,134999,False,False,False
Private,Volkswagen,Golf,2004,1598,Petrol,105,Manual,,station wagon,5.0,5.0,Silver,Used,8900,True,False,False
Dealer,Peugeot,107,2011,998,Petrol,68,Manual,FWD,Small cars,3.0,4.0,Black,Used,11800,False,True,False
Dealer,Audi,A4,2016,1968,Diesel,190,Automatic,FWD,station wagon,5.0,5.0,Gray,Used,82500,True,True,False
Dealer,Mercedes-Benz,Klasa E,2020,1991,Petrol,197,Automatic,4WD (automatic),Sedan,5.0,5.0,White,Used,279500,False,True,False
Dealer,Honda,CR-V,2005,1998,Petrol,150,Manual,4WD (automatic),SUV,5.0,5.0,Gray,Used,24900,True,False,False
Private,Ford,Mustang,2017,2300,Petrol,317,Automatic,RWD,Coupe,3.0,4.0,Blue,Used,91500,False,False,False
Private,MINI,Cooper,2007,1598,Petrol,115,Automatic,,Cabriolet,2.0,4.0,Blue,Used,24900,False,False,False
Dealer,Škoda,Octavia,2018,1968,Diesel,150,Automatic,FWD,station wagon,5.0,5.0,Black,Used,71990,True,True,False
Dealer,Mercedes-Benz,Klasa C,2011,2143,Diesel,170,Automatic,RWD,station wagon,5.0,5.0,White,Used,54800,True,True,False
Private,Mercedes-Benz,Klasa C,2005,2148,Diesel,122,Automatic,RWD,Sedan,4.0,,Silver,Used,12800,False,False,True
Private,Volkswagen,Passat,2009,1595,Petrol,102,Manual,FWD,Sedan,4.0,5.0,Black,Used,24800,False,False,False
Private,Honda,CR-V,2018,1498,Petrol,193,Automatic,,SUV,5.0,5.0,White,Used,77000,False,False,True
Dealer,Renault,Kadjar,2017,1598,Diesel,130,Manual,FWD,SUV,5.0,5.0,White,Used,65900,True,True,False
Private,Toyota,Yaris,2018,1496,Petrol,111,Manual,FWD,City cars,5.0,5.0,Brown,Used,62000,True,True,False
Dealer,Renault,Megane,2010,1397,Petrol,130,Manual,,Compact,5.0,5.0,White,Used,23777,False,False,False
Dealer,BMW,Seria 5,2018,1998,Petrol,252,Automatic,4WD (permanent),Sedan,4.0,5.0,Other,Used,187900,True,True,False
Private,Mitsubishi,Colt,2007,1124,Petrol,75,Manual,,City cars,5.0,5.0,Silver,Used,7900,True,False,False
Private,Volkswagen,New Beetle,2006,1595,Petrol,102,Manual,FWD,Cabriolet,2.0,4.0,Other,Used,18500,False,False,False
Private,Mercedes-Benz,Klasa C,2004,2597,Petrol,170,Automatic,4WD (automatic),station wagon,5.0,5.0,Silver,Used,17900,True,True,False
Private,Škoda,Octavia,2014,1798,Petrol,180,Manual,FWD,Sedan,5.0,5.0,Gray,Used,49900,False,False,False
Private,Škoda,Octavia,2012,1390,Petrol,122,Manual,FWD,Sedan,5.0,5.0,Silver,Used,25800,False,False,False
Private,Opel,Vectra,2007,1796,Petrol,140,Manual,,Sedan,4.0,5.0,Gray,Used,13650,False,False,False
Private,Porsche,Cayenne,2016,2967,Diesel,262,Automatic,4WD (permanent),SUV,5.0,5.0,White,Used,226000,True,False,False
Dealer,Volkswagen,Passat,2019,1968,Diesel,150,Manual,,station wagon,5.0,5.0,Gray,Used,75899,True,True,False
Private,Audi,A5,2018,1968,Diesel,150,Automatic,FWD,Sedan,5.0,4.0,Other,Used,86000,True,False,False
Private,Hummer,H2,2005,5967,Petrol,325,Automatic,4WD (manual),SUV,5.0,6.0,Black,Used,129700,False,False,False
Private,Mercedes-Benz,Klasa E,2012,2143,Diesel,136,Automatic,RWD,station wagon,5.0,5.0,Black,Used,43999,True,True,False
Private,Mercedes-Benz,Klasa C,2011,2143,Diesel,170,Automatic,RWD,station wagon,5.0,5.0,White,Used,48000,True,False,False
Private,Mercedes-Benz,ML,2007,3498,Petrol,272,Automatic,4WD (automatic),SUV,5.0,5.0,Other,Used,40900,True,False,False
Private,BMW,Seria 2,2015,1499,Petrol,136,Automatic,FWD,Minivan,5.0,5.0,Black,Used,61900,False,False,False
Dealer,Mitsubishi,Lancer,2009,1798,Petrol+LPG,143,Manual,FWD,Compact,5.0,5.0,Black,Used,25700,True,True,False
Private,Audi,A8,2003,3697,Petrol,280,Automatic,4WD (permanent),Sedan,4.0,5.0,Black,Used,17900,False,False,False
Private,Škoda,Fabia,2017,999,Petrol,110,Automatic,FWD,City cars,5.0,5.0,Red,Used,53900,True,True,False
Private,BMW,X1,2018,1995,Diesel,150,Automatic,4WD (automatic),SUV,5.0,5.0,Black,Used,99500,False,False,False
Dealer,Mercedes-Benz,Klasa C,2022,1496,Petrol,170,Automatic,RWD,Sedan,4.0,5.0,Black,New,169000,False,False,False
Private,BMW,X3,2007,1995,Diesel,177,Automatic,4WD (automatic),SUV,5.0,5.0,Black,Used,37500,False,True,False
Private,BMW,Seria 6,2014,2993,Diesel,313,Automatic,RWD,Coupe,4.0,4.0,Black,Used,135000,False,False,False
Private,Volkswagen,Tiguan,2018,1968,Diesel,190,Automatic,4WD (automatic),SUV,5.0,5.0,Blue,Used,144000,True,True,False
Private,Nissan,Micra,2012,1198,Petrol,80,Manual,FWD,City cars,5.0,5.0,Black,Used,18900,True,False,False
Private,Opel,Vectra,2007,1796,Petrol+LPG,140,Manual,FWD,Sedan,4.0,5.0,Claret,Used,14900,False,False,False
Private,Mercedes-Benz,Klasa S,2003,4966,Petrol,306,Automatic,4WD (automatic),Sedan,4.0,5.0,Blue,Used,28900,True,False,False
Dealer,Ford,Kuga,2009,1997,Diesel,136,Manual,FWD,SUV,5.0,5.0,Gray,Used,17900,False,False,True
Dealer,Mazda,6,2010,1798,Petrol,120,Manual,FWD,Sedan,5.0,5.0,Silver,Used,26900,True,True,False
Dealer,Volvo,S60,2006,2400,Diesel,163,Manual,FWD,Sedan,4.0,5.0,Blue,Used,19900,True,False,False
Dealer,Peugeot,Partner,2010,1560,Diesel,90,Manual,FWD,Minivan,5.0,5.0,Other,Used,24900,False,False,False
Private,Mitsubishi,Colt,2008,1332,Petrol,95,Manual,FWD,City cars,5.0,5.0,Black,Used,11999,False,False,False
Private,Suzuki,Swift,2005,1249,Diesel,69,Manual,FWD,City cars,5.0,5.0,Black,Used,8200,False,False,False
Private,Volkswagen,Multivan,2001,2461,Diesel,102,Manual,FWD,Minivan,4.0,7.0,Blue,Used,35999,False,False,False
Private,Citroën,C3,2017,1199,Petrol,110,Manual,FWD,City cars,5.0,5.0,Gray,Used,43900,False,False,False
Private,Volkswagen,Tiguan,2019,1968,Diesel,190,Automatic,4WD (permanent),SUV,5.0,5.0,Gray,Used,138000,False,False,False
Private,Peugeot,207,2009,1397,Petrol,95,Manual,FWD,station wagon,5.0,5.0,Black,Used,6150,False,False,True
Dealer,BMW,Seria 5,2017,1998,Petrol,252,Automatic,4WD (permanent),Sedan,5.0,5.0,Other,Used,195900,True,True,False
Private,Suzuki,Ignis,2006,1328,Petrol,94,Manual,FWD,City cars,5.0,5.0,Silver,Used,12700,True,False,False
Private,Audi,A1,2016,1395,Petrol,125,Manual,,City cars,5.0,5.0,Gray,Used,61884,False,True,False
Private,Ford,Fiesta,2020,1084,Petrol,75,Manual,FWD,City cars,5.0,5.0,Red,Used,49600,True,False,False
Dealer,Audi,Q7,2010,2967,Diesel,240,Automatic,4WD (permanent),SUV,5.0,5.0,Brown,Used,59900,True,True,False
Private,Volvo,C70,2001,1984,Petrol,163,Automatic,FWD,Cabriolet,2.0,4.0,Black,Used,10000EUR,False,False,False
Private,Fiat,Panda,2012,1242,Petrol,69,Manual,,Minivan,5.0,2.0,White,Used,7378,False,False,False
Private,BMW,1M,2014,2999,Petrol,460,Automatic,4WD (automatic),Compact,5.0,5.0,White,Used,134999,False,False,False
Private,Volkswagen,Golf,2004,1598,Petrol,105,Manual,,station wagon,5.0,5.0,Silver,Used,8900,True,False,False
Dealer,Peugeot,107,2011,998,Petrol,68,Manual,FWD,Small cars,3.0,4.0,Black,Used,11800,False,True,False
Dealer,Audi,A4,2016,1968,Diesel,190,Automatic,FWD,station wagon,5.0,5.0,Gray,Used,82500,True,True,False
Dealer,Mercedes-Benz,Klasa E,2020,1991,Petrol,197,Automatic,4WD (automatic),Sedan,5.0,5.0,White,Used,279500,False,True,False
Private,Citroën,DS3,2014,1560,Diesel,92,Manual,FWD,Cabriolet,3.0,,White,Used,24900,False,False,False
Dealer,Ford,Focus,2012,1596,Petrol,105,Manual,FWD,Compact,5.0,5.0,Black,Used,36000,True,False,False
Private,Toyota,Aygo,2006,998,Petrol,68,Manual,,Small cars,5.0,4.0,Red,Used,4500,False,False,True
Private,Opel,Corsa,2002,973,Petrol,58,Manual,FWD,City cars,3.0,5.0,Black,Used,5300,False,False,False
Private,Audi,A8,2005,2967,Diesel,233,Automatic,4WD (permanent),Sedan,4.0,5.0,Black,Used,15700,False,False,True
Private,Mercedes-Benz,Klasa S,2006,4700,Petrol+LPG,340,Automatic,RWD,Sedan,4.0,5.0,Black,Used,31000,False,False,False
Private,Opel,Corsa,2007,1229,Petrol,80,Manual,FWD,City cars,5.0,5.0,Blue,Used,12999,False,False,False
Private,Audi,A6,2008,2698,Diesel,180,Automatic,FWD,station wagon,5.0,5.0,Black,Used,29900,True,False,False
Private,Lexus,ES,2019,2487,Hybrid,178,Automatic,FWD,Sedan,4.0,5.0,White,Used,99900,False,False,True
Private,Ford,Focus,2007,1753,Diesel,115,Manual,,Compact,5.0,5.0,Blue,Used,15900,False,False,False
Private,Porsche,Panamera,2010,3605,Petrol,300,Automatic,4WD (permanent),Sedan,5.0,4.0,White,Used,129000,False,False,False
Private,Mitsubishi,ASX,2015,1590,Petrol,117,Manual,FWD,SUV,5.0,5.0,White,Used,55900,True,True,False
Private,Volkswagen,Passat,2008,1968,Diesel,140,Manual,4WD (manual),station wagon,5.0,5.0,Silver,Used,19000,False,False,False
Private,Renault,Megane,2012,1397,Petrol,130,Manual,FWD,Coupe,3.0,5.0,Black,Used,35000,True,True,False
Private,Volkswagen,Passat,2005,1896,Diesel,105,Manual,FWD,station wagon,5.0,5.0,Silver,Used,12300,False,False,False
Private,Volkswagen,Passat,2015,1968,Diesel,150,Manual,,station wagon,5.0,5.0,Blue,Used,29500,False,False,True
Private,Volkswagen,Tiguan,2014,1968,Diesel,140,Manual,4WD (automatic),SUV,5.0,5.0,Gray,Used,60499,False,True,False
Private,Peugeot,508,2013,1997,Diesel,163,Manual,FWD,station wagon,5.0,5.0,Black,Used,29500,False,False,False
Dealer,Kia,Sportage,2009,1975,Petrol,142,Manual,FWD,SUV,5.0,5.0,Black,Used,28900,False,True,False
Private,Volkswagen,Jetta,2012,1197,Petrol,105,Manual,,Sedan,4.0,5.0,Black,Used,29900,True,False,False
Private,Honda,Civic,1997,1590,Petrol,126,Manual,FWD,Compact,5.0,5.0,Silver,Used,2200,False,False,False
Private,Volkswagen,Passat,2000,1896,Diesel,115,Manual,FWD,station wagon,5.0,5.0,Green,Used,6000,False,False,False
Dealer,Audi,A4,2022,1968,Diesel,204,Automatic,4WD (permanent),station wagon,5.0,5.0,White,New,276130,False,False,False
Private,Renault,Megane,2011,1870,Diesel,130,Manual,FWD,Coupe,4.0,5.0,Gray,Used,19200,True,False,False
Dealer,Volkswagen,Multivan,2014,1968,Diesel,150,Automatic,4WD (automatic),Minivan,4.0,7.0,White,Used,110000,True,True,False
Private,Chevrolet,Corvette,2002,5700,Petrol,350,Automatic,RWD,Coupe,2.0,2.0,Red,Used,69000,False,False,False
Private,Audi,S4,2011,2995,Petrol,333,Manual,4WD (permanent),station wagon,5.0,5.0,Black,Used,66000,False,False,False
Private,Peugeot,407,2006,2230,Petrol,163,Manual,,Coupe,2.0,4.0,Black,Used,13800,False,False,False
Private,Fiat,Panda,2017,1242,Petrol+LPG,69,Manual,FWD,Small cars,5.0,2.0,White,Used,14900,True,True,False
Private,Hyundai,Kona,2018,998,Petrol,120,Manual,FWD,SUV,5.0,5.0,Gray,Used,69900,True,False,False
Private,MINI,Cooper,2019,1499,Petrol,136,Automatic,,City cars,3.0,4.0,Other,Used,118000,True,True,False
Private,Subaru,BRZ,2013,1998,Petrol,200,Manual,RWD,Coupe,2.0,4.0,Silver,Used,44895,False,False,True
Private,Dacia,Sandero,2013,898,Petrol,90,Manual,FWD,City cars,5.0,5.0,Silver,Used,31200,True,False,False
Private,Lancia,Delta,2009,1368,Petrol,120,Manual,FWD,Compact,5.0,5.0,White,Used,22600,True,False,False
Private,Seat,Leon,2015,1197,Petrol,105,Manual,,Compact,5.0,,Red,Used,36500,False,False,False
Private,Seat,Leon,2006,1595,Petrol,102,Manual,FWD,Compact,5.0,5.0,Violet,Used,17900,True,False,False
